"stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,platform_code"
"NAM_ENT08,NAM Arm D Lift,17.3918588,78.4702719,NAM_ENT08,2,NAM,8.0"
"ASM_ENT01,ASM Arm A  Staircase,17.397029,78.470867,ASM_ENT01,2,ASM,1.0"
"ASM_ENT02,ASM Arm B Staircase,17.397357,78.4708174,ASM_ENT02,2,ASM,2.0"
"ASM_ENT03,ASM Arm B Escalator,17.3979657,78.4707188,ASM_ENT03,2,ASM,3.0"
"ASM_ENT04,ASM Arm D Combined Staircase & Escalator,17.398629,78.4708976,ASM_ENT04,2,ASM,4.0"
"ASM_ENT05,ASM Arm E Staircase,17.3972809,78.4710918,ASM_ENT05,2,ASM,5.0"
"ASM_ENT06,ASM Arm E Lift,17.3976523,78.4710315,ASM_ENT06,2,ASM,6.0"
"LKP_ENT01,LKP Arm A  Staircase,17.4032959,78.4652777,LKP_ENT01,2,LKP,1.0"
"LKP_ENT02,LKP Arm A  Escalator,17.4037307,78.4648293,LKP_ENT02,2,LKP,2.0"
"LKP_ENT03,LKP Arm A  Lift,17.4035529,78.4650407,LKP_ENT03,2,LKP,3.0"
"LKP_ENT04,LKP Arm B Staircase,17.4046873,78.4642053,LKP_ENT04,2,LKP,4.0"
"LKP_ENT05,LKP Arm C Escalator,17.4046041,78.4645994,LKP_ENT05,2,LKP,5.0"
"LKP_ENT06,LKP Arm C Lift,17.4041495,78.4650213,LKP_ENT06,2,LKP,6.0"
"LKP_ENT07,LKP Arm D Staircase ,17.4033282,78.4657705,LKP_ENT07,2,LKP,7.0"
"KHA_ENT01,KHA Arm A  Staircase,17.4108969,78.4608301,KHA_ENT01,2,KHA,1.0"
"KHA_ENT02,KHA Arm A  Escalator,17.4115518,78.4607278,KHA_ENT02,2,KHA,2.0"
"KHA_ENT03,KHA Arm B Staircase,17.4125745,78.4603895,KHA_ENT03,2,KHA,3.0"
"KHA_ENT04,KHA Arm B Lift,17.4123498,78.4605308,KHA_ENT04,2,KHA,4.0"
"KHA_ENT05,KHA Arm C Lift,17.4125731,78.4608,KHA_ENT05,2,KHA,5.0"
"KHA_ENT06,KHA Arm C Combined Staircase & Escalator,17.412713,78.4606701,KHA_ENT06,2,KHA,6.0"
"IRM_ENT01,IRM Arm A  Lift,17.420151099999998,78.4562133,IRM_ENT01,2,IRM,1.0"
"IRM_ENT02,IRM Arm A  Staircase,17.4203915,78.4559541,IRM_ENT02,2,IRM,2.0"
"IRM_ENT03,IRM Arm B Staircase,17.4213627,78.4554336,IRM_ENT03,2,IRM,3.0"
"IRM_ENT04,IRM Arm B Escalator,17.4208556,78.4557648,IRM_ENT04,2,IRM,4.0"
"IRM_ENT05,IRM Arm C Staircase,17.4212838,78.4561488,IRM_ENT05,2,IRM,5.0"
"IRM_ENT06,IRM Arm C Escalator,17.4215994,78.4555708,IRM_ENT06,2,IRM,6.0"
"IRM_ENT07,IRM Arm D Staircase,17.420019,78.4566376,IRM_ENT07,2,IRM,7.0"
"IRM_ENT08,IRM Arm D Lift,17.4204175,78.4563565,IRM_ENT08,2,IRM,8.0"
"PUN_ENT01,PUN Arm A  Staircase,17.4279725,78.4514618,PUN_ENT01,2,PUN,1.0"
"PUN_ENT02,PUN Arm A  Lift,17.4281866,78.4513182,PUN_ENT02,2,PUN,2.0"
"PUN_ENT03,PUN Arm B Staircase,17.4289675,78.4507538,PUN_ENT03,2,PUN,3.0"
"PUN_ENT04,PUN Arm B Escalator,17.4285033,78.451076,PUN_ENT04,2,PUN,4.0"
"PUN_ENT05,PUN Arm C Staircase,17.4286886,78.4512859,PUN_ENT05,2,PUN,5.0"
"PUN_ENT06,PUN Arm D Staircase,17.4295042,78.4506861,PUN_ENT06,2,PUN,6.0"
"PUN_ENT07,PUN Arm E Staircase,17.4291393,78.4509582,PUN_ENT07,2,PUN,7.0"
"PUN_ENT08,PUN Arm E Lift,17.4286921,78.4512753,PUN_ENT08,2,PUN,8.0"
"PUN_ENT09,PUN Arm F Staircase,17.4286267,78.451324,PUN_ENT09,2,PUN,9.0"
"PUN_ENT10,PUN Arm F Lift,17.4282909,78.4515586,PUN_ENT10,2,PUN,10.0"
"LBN_ENT01,LBN Arm A Lift,17.34935,78.5480894,LBN_ENT01,2,LBN,1.0"
"LBN_ENT02,LBN Arm A Combined Staircase & Escalator,17.3495721,78.5479452,LBN_ENT02,2,LBN,2.0"
"LBN_ENT03,LBN Arm B Combined Staircase & Escalator,17.3500893,78.5475331,LBN_ENT03,2,LBN,3.0"
"LBN_ENT04,LBN Arm C Lift,17.350036,78.5479746,LBN_ENT04,2,LBN,4.0"
"LBN_ENT05,LBN Arm C Combined Staircase & Escalator,17.3502938,78.5478238,LBN_ENT05,2,LBN,5.0"
"LBN_ENT06,LBN Arm D Staircase,17.3493733,78.5485306,LBN_ENT06,2,LBN,6.0"
"VOM_ENT01,VOM Arm A  Lift,17.3614645,78.5438284,VOM_ENT01,2,VOM,1.0"
"VOM_ENT02,VOM Arm A  Combined Staircase & Escalator,17.3612394,78.543928,VOM_ENT02,2,VOM,2.0"
"VOM_ENT03,VOM Arm B Staircase,17.362391,78.5436237,VOM_ENT03,2,VOM,3.0"
"VOM_ENT04,VOM Arm C  Lift,17.3621724,78.5440019,VOM_ENT04,2,VOM,4.0"
"VOM_ENT05,VOM Arm C  Combined Staircase & Escalator,17.3625185,78.5439558,VOM_ENT05,2,VOM,5.0"
"VOM_ENT06,VOM Arm D Staircase,17.3613347,78.5442703,VOM_ENT06,2,VOM,6.0"
"CHP_ENT01,CHP Arm A  Staircase,17.3681566,78.5365324,CHP_ENT01,2,CHP,1.0"
"CHP_ENT02,CHP Arm A  Lift,17.3681371,78.5362224,CHP_ENT02,2,CHP,2.0"
"CHP_ENT03,CHP Arm B  Combined Staircase & Escalator,17.3681869,78.5352648,CHP_ENT03,2,CHP,3.0"
"CHP_ENT04,CHP Arm C Lift,17.3684702,78.5355288,CHP_ENT04,2,CHP,4.0"
"CHP_ENT05,CHP Arm C Combined Staircase & Escalator,17.3685246,78.5352714,CHP_ENT05,2,CHP,5.0"
"CHP_ENT06,CHP Arm D Staircase,17.3684933,78.5365053,CHP_ENT06,2,CHP,6.0"
"DSN_ENT01,DSN Arm A  Staircase,17.368404,78.5264142,DSN_ENT01,2,DSN,1.0"
"DSN_ENT02,DSN Arm B Lift,17.368397,78.5253811,DSN_ENT02,2,DSN,2.0"
"DSN_ENT03,DSN Arm B Combined Staircase & Escalator,17.3684246,78.5251262,DSN_ENT03,2,DSN,3.0"
"DSN_ENT04,DSN Arm C Lift,17.368734,78.5250883,DSN_ENT04,2,DSN,4.0"
"DSN_ENT05,DSN Arm C Combined Staircase & Escalator,17.3687619,78.5248587,DSN_ENT05,2,DSN,5.0"
"DSN_ENT06,DSN Arm D Staircase,17.3687089,78.5257902,DSN_ENT06,2,DSN,6.0"
"MSB_ENT01,MSB Arm A  Staircase,17.3706509,78.5124269,MSB_ENT01,2,MSB,1.0"
"MSB_ENT02,MSB Arm B Lift,17.3711009,78.5116232,MSB_ENT02,2,MSB,2.0"
"MSB_ENT03,MSB Arm B Combined Staircase & Escalator,17.3712284,78.5113881,MSB_ENT03,2,MSB,3.0"
"MSB_ENT04,MSB Arm C Staircase,17.371257,78.5120082,MSB_ENT04,2,MSB,4.0"
"MSB_ENT05,MSB Arm D Lift,17.3710591,78.5123626,MSB_ENT05,2,MSB,5.0"
"MSB_ENT06,MSB Arm D Combined Staircase & Escalator,17.3709213,78.5126291,MSB_ENT06,2,MSB,6.0"
"NEM_ENT01,NEM Arm A  Staircase,17.3731382,78.5042671,NEM_ENT01,2,NEM,1.0"
"NEM_ENT02,NEM Arm A  Escalator,17.3732076,78.5037212,NEM_ENT02,2,NEM,2.0"
"NEM_ENT03,NEM Arm B Staircase,17.3733106,78.5030327,NEM_ENT03,2,NEM,3.0"
"NEM_ENT04,NEM Arm B Lift,17.3733854,78.5025714,NEM_ENT04,2,NEM,4.0"
"NEM_ENT05,NEM Arm C Staircase,17.3736697,78.5025349,NEM_ENT05,2,NEM,5.0"
"NEM_ENT06,NEM Arm C Lift,17.3735879,78.5029653,NEM_ENT06,2,NEM,6.0"
"NEM_ENT07,NEM Arm D Staircase,17.3735654,78.5032116,NEM_ENT07,2,NEM,7.0"
"NEM_ENT08,NEM Arm D Escalator,17.3734899,78.5037566,NEM_ENT08,2,NEM,8.0"
"MKL_ENT01,MKL Arm B Staircase,17.3771967,78.4927018,MKL_ENT01,2,MKL,1.0"
"MKL_ENT02,MKL Arm B Escalator,17.3771391,78.4933575,MKL_ENT02,2,MKL,2.0"
"MKL_ENT03,MKL Arm C Staircase,17.3775275,78.4935118,MKL_ENT03,2,MKL,3.0"
"MKL_ENT04,MKL Arm D Lift,17.3772986,78.4945077,MKL_ENT04,2,MKL,4.0"
"MKL_ENT05,MKL Arm D Combined Staircase & Escalator,17.3773407,78.4941662,MKL_ENT05,2,MKL,5.0"
"MGB_ENT01,MGBS Arm A Lift,17.379362,78.4848741,MGB_ENT01,2,MGB,1.0"
"MGB_ENT02,MGBS Arm A Combined Staircase & Escalator,17.3793931,78.4846781,MGB_ENT02,2,MGB,2.0"
"MGB_ENT03,MGBS Arm B Lift,17.3783475,78.4879675,MGB_ENT03,2,MGB,3.0"
"MGB_ENT04,MGBS Arm B Combined Staircase & Escalator,17.3781583,78.4880724,MGB_ENT04,2,MGB,4.0"
"SUB_ENT01,SUB Arm A  Staircase,17.3831886,78.4830473,SUB_ENT01,2,SUB,1.0"
"SUB_ENT02,SUB Arm A  Escalator,17.3836278,78.4834836,SUB_ENT02,2,SUB,2.0"
"SUB_ENT03,SUB Arm A  Lift,17.3836278,78.4834836,SUB_ENT03,2,SUB,3.0"
"SUB_ENT04,SUB Arm A  Combined Staircase & Escalator,17.3836278,78.4834836,SUB_ENT04,2,SUB,4.0"
"SUB_ENT05,SUB Arm B Staircase,17.3838954,78.4833542,SUB_ENT05,2,SUB,5.0"
"SUB_ENT06,SUB Arm B Escalator,17.3838954,78.4833542,SUB_ENT06,2,SUB,6.0"
"SUB_ENT07,SUB Arm B Lift,17.3839651,78.4834197,SUB_ENT07,2,SUB,7.0"
"SUB_ENT08,SUB Arm B Combined Staircase & Escalator,17.3839651,78.4834197,SUB_ENT08,2,SUB,8.0"
"SUB_ENT09,SUB Arm C Staircase,17.3846683,78.4840146,SUB_ENT09,2,SUB,9.0"
"SUB_ENT10,SUB Arm C Escalator,17.3842552,78.483637,SUB_ENT10,2,SUB,10.0"
"SUB_ENT11,SUB Arm C Lift,17.3842552,78.483637,SUB_ENT11,2,SUB,11.0"
"SUB_ENT12,SUB Arm C Combined Staircase & Escalator,17.3842552,78.483637,SUB_ENT12,2,SUB,12.0"
"SUB_ENT13,SUB Arm D Staircase,17.3842552,78.483637,SUB_ENT13,2,SUB,13.0"
"SUB_ENT14,SUB Arm D Escalator,17.3842552,78.483637,SUB_ENT14,2,SUB,14.0"
"SUB_ENT15,SUB Arm D Lift,17.3842552,78.483637,SUB_ENT15,2,SUB,15.0"
"SUB_ENT16,SUB Arm D Combined Staircase & Escalator,17.3842552,78.483637,SUB_ENT16,2,SUB,16.0"
"NAR_ENT01,NAR Arm A  Staircase,17.3950545,78.4903511,NAR_ENT01,2,NAR,1.0"
"NAR_ENT02,NAR Arm A  Escalator,17.3950545,78.4903511,NAR_ENT02,2,NAR,2.0"
"NAR_ENT03,NAR Arm A  Lift,17.3944221,78.4901166,NAR_ENT03,2,NAR,3.0"
"NAR_ENT04,NAR Arm A  Combined Staircase & Escalator,17.3944221,78.4901166,NAR_ENT04,2,NAR,4.0"
"NAR_ENT05,NAR Arm B Staircase,17.3934114,78.4897935,NAR_ENT05,2,NAR,5.0"
"NAR_ENT06,NAR Arm B Escalator,17.3942493,78.4900651,NAR_ENT06,2,NAR,6.0"
"NAR_ENT07,NAR Arm B Lift,17.3942493,78.4900651,NAR_ENT07,2,NAR,7.0"
"NAR_ENT08,NAR Arm B Combined Staircase & Escalator,17.3942493,78.4900651,NAR_ENT08,2,NAR,8.0"
"NAR_ENT09,NAR Arm C Staircase,17.3949029,78.4900206,NAR_ENT09,2,NAR,9.0"
"NAR_ENT10,NAR Arm C Escalator,17.3941987,78.4897947,NAR_ENT10,2,NAR,10.0"
"NAR_ENT11,NAR Arm C Lift,17.3941987,78.4897947,NAR_ENT11,2,NAR,11.0"
"NAR_ENT12,NAR Arm C Combined Staircase & Escalator,17.3941987,78.4897947,NAR_ENT12,2,NAR,12.0"
"NAR_ENT13,NAR Arm D Staircase,17.3941987,78.4897947,NAR_ENT13,2,NAR,13.0"
"NAR_ENT14,NAR Arm D Escalator,17.3941987,78.4897947,NAR_ENT14,2,NAR,14.0"
"NAR_ENT15,NAR Arm D Lift,17.3941987,78.4897947,NAR_ENT15,2,NAR,15.0"
"NAR_ENT16,NAR Arm D Combined Staircase & Escalator,17.3941987,78.4897947,NAR_ENT16,2,NAR,16.0"
"CDP_ENT01,CDP Arm A  Staircase,17.4014796,78.4951103,CDP_ENT01,2,CDP,1.0"
"CDP_ENT02,CDP Arm A  Escalator,17.4014796,78.4951103,CDP_ENT02,2,CDP,2.0"
"CDP_ENT03,CDP Arm A  Lift,17.4010082,78.495097,CDP_ENT03,2,CDP,3.0"
"CDP_ENT04,CDP Arm A  Combined Staircase & Escalator,17.4010082,78.495097,CDP_ENT04,2,CDP,4.0"
"CDP_ENT05,CDP Arm B Staircase,17.4000034,78.4949714,CDP_ENT05,2,CDP,5.0"
"CDP_ENT06,CDP Arm B Escalator,17.4006315,78.4950495,CDP_ENT06,2,CDP,6.0"
"CDP_ENT07,CDP Arm B Lift,17.4006315,78.4950495,CDP_ENT07,2,CDP,7.0"
"CDP_ENT08,CDP Arm B Combined Staircase & Escalator,17.4006315,78.4950495,CDP_ENT08,2,CDP,8.0"
"CDP_ENT09,CDP Arm C Staircase,17.4007852,78.4948296,CDP_ENT09,2,CDP,9.0"
"CDP_ENT10,CDP Arm C Escalator,17.4013285,78.4948784,CDP_ENT10,2,CDP,10.0"
"CDP_ENT11,CDP Arm C Lift,17.4013285,78.4948784,CDP_ENT11,2,CDP,11.0"
"CDP_ENT12,CDP Arm C Combined Staircase & Escalator,17.4013285,78.4948784,CDP_ENT12,2,CDP,12.0"
"CDP_ENT13,CDP Arm D Staircase,17.4013285,78.4948784,CDP_ENT13,2,CDP,13.0"
"CDP_ENT14,CDP Arm D Escalator,17.4013285,78.4948784,CDP_ENT14,2,CDP,14.0"
"CDP_ENT15,CDP Arm D Lift,17.4013285,78.4948784,CDP_ENT15,2,CDP,15.0"
"CDP_ENT16,CDP Arm D Combined Staircase & Escalator,17.4013285,78.4948784,CDP_ENT16,2,CDP,16.0"
"RTC_ENT01,RTC Arm A  Staircase,17.40799,78.4974064,RTC_ENT01,2,RTC,1.0"
"RTC_ENT02,RTC Arm A  Escalator,17.4076282,78.4972212,RTC_ENT02,2,RTC,2.0"
"RTC_ENT03,RTC Arm A  Lift,17.4076282,78.4972212,RTC_ENT03,2,RTC,3.0"
"RTC_ENT04,RTC Arm A  Combined Staircase & Escalator,17.4076282,78.4972212,RTC_ENT04,2,RTC,4.0"
"RTC_ENT05,RTC Arm B Staircase,17.4069553,78.4969376,RTC_ENT05,2,RTC,5.0"
"RTC_ENT06,RTC Arm B Escalator,17.4069553,78.4969376,RTC_ENT06,2,RTC,6.0"
"RTC_ENT07,RTC Arm B Lift,17.4070398,78.4969232,RTC_ENT07,2,RTC,7.0"
"RTC_ENT08,RTC Arm B Combined Staircase & Escalator,17.4070398,78.4969232,RTC_ENT08,2,RTC,8.0"
"RTC_ENT09,RTC Arm C Staircase,17.4083486,78.4971955,RTC_ENT09,2,RTC,9.0"
"RTC_ENT10,RTC Arm C Escalator,17.4077637,78.4970213,RTC_ENT10,2,RTC,10.0"
"RTC_ENT11,RTC Arm C Lift,17.4077637,78.4970213,RTC_ENT11,2,RTC,11.0"
"RTC_ENT12,RTC Arm C Combined Staircase & Escalator,17.4077637,78.4970213,RTC_ENT12,2,RTC,12.0"
"RTC_ENT13,RTC Arm D Staircase,17.4077637,78.4970213,RTC_ENT13,2,RTC,13.0"
"RTC_ENT14,RTC Arm D Escalator,17.4077637,78.4970213,RTC_ENT14,2,RTC,14.0"
"RTC_ENT15,RTC Arm D Lift,17.4077637,78.4970213,RTC_ENT15,2,RTC,15.0"
"RTC_ENT16,RTC Arm D Combined Staircase & Escalator,17.4077637,78.4970213,RTC_ENT16,2,RTC,16.0"
"MSH_ENT01,MSH Arm A  Staircase,17.4183856,78.4997669,MSH_ENT01,2,MSH,1.0"
"MSH_ENT02,MSH Arm A  Escalator,17.4180833,78.499635,MSH_ENT02,2,MSH,2.0"
"MSH_ENT03,MSH Arm A  Lift,17.4185134,78.499809,MSH_ENT03,2,MSH,3.0"
"MSH_ENT04,MSH Arm A  Combined Staircase & Escalator,17.4185134,78.499809,MSH_ENT04,2,MSH,4.0"
"MSH_ENT05,MSH Arm B Staircase,17.4178824,78.4995734,MSH_ENT05,2,MSH,5.0"
"MSH_ENT06,MSH Arm B Escalator,17.4178824,78.4995734,MSH_ENT06,2,MSH,6.0"
"MSH_ENT07,MSH Arm B Lift,17.4178824,78.4995734,MSH_ENT07,2,MSH,7.0"
"MSH_ENT08,MSH Arm B Combined Staircase & Escalator,17.4178824,78.4995734,MSH_ENT08,2,MSH,8.0"
"MSH_ENT09,MSH Arm C Staircase,17.4185193,78.4995512,MSH_ENT09,2,MSH,9.0"
"MSH_ENT10,MSH Arm C Escalator,17.4185193,78.4995512,MSH_ENT10,2,MSH,10.0"
"MSH_ENT11,MSH Arm C Lift,17.4181845,78.4994214,MSH_ENT11,2,MSH,11.0"
"MSH_ENT12,MSH Arm C Combined Staircase & Escalator,17.4181845,78.4994214,MSH_ENT12,2,MSH,12.0"
"MSH_ENT13,MSH Arm D Staircase,17.4181845,78.4994214,MSH_ENT13,2,MSH,13.0"
"MSH_ENT14,MSH Arm D Escalator,17.4181845,78.4994214,MSH_ENT14,2,MSH,14.0"
"MSH_ENT15,MSH Arm D Lift,17.4181845,78.4994214,MSH_ENT15,2,MSH,15.0"
"MSH_ENT16,MSH Arm D Combined Staircase & Escalator,17.4181845,78.4994214,MSH_ENT16,2,MSH,16.0"
"GNH_ENT01,GNH Arm A  Staircase,17.4255433,78.5020595,GNH_ENT01,2,GNH,1.0"
"GNH_ENT02,GNH Arm A  Escalator,17.4255433,78.5020595,GNH_ENT02,2,GNH,2.0"
"GNH_ENT03,GNH Arm A  Lift,17.4255433,78.5020595,GNH_ENT03,2,GNH,3.0"
"GNH_ENT04,GNH Arm A  Combined Staircase & Escalator,17.4255433,78.5020595,GNH_ENT04,2,GNH,4.0"
"GNH_ENT05,GNH Arm B Staircase,17.4255433,78.5020595,GNH_ENT05,2,GNH,5.0"
"GNH_ENT06,GNH Arm B Escalator,17.4255433,78.5020595,GNH_ENT06,2,GNH,6.0"
"GNH_ENT07,GNH Arm B Lift,17.4251902,78.5020536,GNH_ENT07,2,GNH,7.0"
"GNH_ENT08,GNH Arm B Combined Staircase & Escalator,17.4246643,78.5020523,GNH_ENT08,2,GNH,8.0"
"GNH_ENT09,GNH Arm C Staircase,17.4252498,78.5017864,GNH_ENT09,2,GNH,9.0"
"GNH_ENT10,GNH Arm C Escalator,17.4252498,78.5017864,GNH_ENT10,2,GNH,10.0"
"GNH_ENT11,GNH Arm C Lift,17.4252498,78.5017864,GNH_ENT11,2,GNH,11.0"
"GNH_ENT12,GNH Arm C Combined Staircase & Escalator,17.4252498,78.5017864,GNH_ENT12,2,GNH,12.0"
"GNH_ENT13,GNH Arm D Staircase,17.4260577,78.5018137,GNH_ENT13,2,GNH,13.0"
"GNH_ENT14,GNH Arm D Escalator,17.4260577,78.5018137,GNH_ENT14,2,GNH,14.0"
"GNH_ENT15,GNH Arm D Lift,17.4257468,78.5018042,GNH_ENT15,2,GNH,15.0"
"GNH_ENT16,GNH Arm D Combined Staircase & Escalator,17.4257468,78.5018042,GNH_ENT16,2,GNH,16.0"
"SCR_ENT01,SCR Arm A  Lift,17.4340158,78.5000023,SCR_ENT01,2,SCR,1.0"
"SCR_ENT02,SCR Arm A  Combined Staircase & Escalator,17.4336811,78.5000775,SCR_ENT02,2,SCR,2.0"
"SCR_ENT03,SCR Arm B Staircase,17.4334206,78.49898,SCR_ENT03,2,SCR,3.0"
"SCR_ENT04,SCR Arm B Escalator,17.4334206,78.49898,SCR_ENT04,2,SCR,4.0"
"SCR_ENT05,SCR Arm B Lift,17.4334206,78.49898,SCR_ENT05,2,SCR,5.0"
"SCR_ENT06,SCR Arm B Combined Staircase & Escalator,17.4334206,78.49898,SCR_ENT06,2,SCR,6.0"
"SCR_ENT07,SCR Arm C Staircase,17.4334206,78.49898,SCR_ENT07,2,SCR,7.0"
"SCR_ENT08,SCR Arm C Escalator,17.4332787,78.4985954,SCR_ENT08,2,SCR,8.0"
"SCR_ENT09,SCR Arm C Lift,17.4332021,78.4984817,SCR_ENT09,2,SCR,9.0"
"SCR_ENT10,SCR Arm C Combined Staircase & Escalator,17.4332021,78.4984817,SCR_ENT10,2,SCR,10.0"
"SCR_ENT11,SCR Arm D Staircase,17.4343409,78.5000742,SCR_ENT11,2,SCR,11.0"
"SCR_ENT12,SCR Arm D Escalator,17.4343409,78.5000742,SCR_ENT12,2,SCR,12.0"
"SCR_ENT13,SCR Arm D Lift,17.4343409,78.5000742,SCR_ENT13,2,SCR,13.0"
"SCR_ENT14,SCR Arm D Combined Staircase & Escalator,17.4343409,78.5000742,SCR_ENT14,2,SCR,14.0"
"JBS_ENT01,JBS Arm A  Staircase,17.4452408,78.4970158,JBS_ENT01,2,JBS,1.0"
"JBS_ENT02,JBS Arm A  Escalator,17.4452408,78.4970158,JBS_ENT02,2,JBS,2.0"
"JBS_ENT03,JBS Arm A  Lift,17.4452408,78.4970158,JBS_ENT03,2,JBS,3.0"
"JBS_ENT04,JBS Arm A  Combined Staircase & Escalator,17.4452408,78.4970158,JBS_ENT04,2,JBS,4.0"
"JBS_ENT05,JBS Arm B Staircase,17.4441907,78.4983831,JBS_ENT05,2,JBS,5.0"
"JBS_ENT06,JBS Arm B Escalator,17.4441907,78.4983831,JBS_ENT06,2,JBS,6.0"
"JBS_ENT07,JBS Arm B Lift,17.4441907,78.4983831,JBS_ENT07,2,JBS,7.0"
"JBS_ENT08,JBS Arm B Combined Staircase & Escalator,17.4441907,78.4983831,JBS_ENT08,2,JBS,8.0"
"JBS_ENT09,JBS Arm C Staircase,17.4441907,78.4983831,JBS_ENT09,2,JBS,9.0"
"JBS_ENT10,JBS Arm C Escalator,17.4441907,78.4983831,JBS_ENT10,2,JBS,10.0"
"JBS_ENT11,JBS Arm C Lift,17.4443712,78.4975214,JBS_ENT11,2,JBS,11.0"
"JBS_ENT12,JBS Arm C Combined Staircase & Escalator,17.4443031,78.4975515,JBS_ENT12,2,JBS,12.0"
"JBS_ENT13,JBS Arm D Staircase,17.444976,78.4969583,JBS_ENT13,2,JBS,13.0"
"JBS_ENT14,JBS Arm D Escalator,17.444976,78.4969583,JBS_ENT14,2,JBS,14.0"
"JBS_ENT15,JBS Arm D Lift,17.444976,78.4969583,JBS_ENT15,2,JBS,15.0"
"JBS_ENT16,JBS Arm D Combined Staircase & Escalator,17.444976,78.4969583,JBS_ENT16,2,JBS,16.0"
"NAG_ENT01,NAG Arm A  Staircase,17.3913978,78.5589785,NAG_ENT01,2,NAG,1.0"
"NAG_ENT02,NAG Arm A  Escalator,17.3908889,78.5589879,NAG_ENT02,2,NAG,2.0"
"NAG_ENT03,NAG Arm B Staircase,17.3902699,78.5589498,NAG_ENT03,2,NAG,3.0"
"NAG_ENT04,NAG Arm B Lift,17.3905454,78.5590055,NAG_ENT04,2,NAG,4.0"
"NAG_ENT05,NAG Arm C Combined Staircase,17.3902177,78.5586275,NAG_ENT05,2,NAG,5.0"
"NAG_ENT06,NAG Arm C Lift,17.3905076,78.5586404,NAG_ENT06,2,NAG,6.0"
"NAG_ENT07,NAG Arm D Combined Staircase,17.3909247,78.5586387,NAG_ENT07,2,NAG,7.0"
