"stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,platform_code"
"UPL_ENT01,UPL Arm A  Staircase,17.4005831,78.5604973,UPL_ENT01,2,UPL,1.0"
"UPL_ENT02,UPL Arm A  Escalator,17.3998555,78.5604606,UPL_ENT02,2,UPL,2.0"
"UPL_ENT03,UPL Arm B Staircase,17.3993743,78.5604319,UPL_ENT03,2,UPL,3.0"
"UPL_ENT04,UPL Arm B Lift,17.3996562,78.5604287,UPL_ENT04,2,UPL,4.0"
"UPL_ENT05,UPL Arm C Combined Staircase,17.4000126,78.5600436,UPL_ENT05,2,UPL,5.0"
"UPL_ENT06,UPL Arm D Lift,17.4003255,78.5600302,UPL_ENT06,2,UPL,6.0"
"UPL_ENT07,UPL Arm D Combined Staircase,17.4006344,78.5600776,UPL_ENT07,2,UPL,7.0"
"STD_ENT01,STD Arm A  Staircase,17.4082843,78.5537601,STD_ENT01,2,STD,1.0"
"STD_ENT02,STD Arm A  Lift,17.4080736,78.5538923,STD_ENT02,2,STD,2.0"
"STD_ENT03,STD Arm B Staircase,17.4079988,78.5540102,STD_ENT03,2,STD,3.0"
"STD_ENT04,STD Arm B Escalator,17.4075067,78.5544375,STD_ENT04,2,STD,4.0"
"STD_ENT05,STD Arm C  Staircase,17.4068615,78.5545718,STD_ENT05,2,STD,5.0"
"STD_ENT06,STD Arm C Escalator,17.407251,78.5542105,STD_ENT06,2,STD,6.0"
"STD_ENT07,STD Arm D Lift,17.407575,78.5539137,STD_ENT07,2,STD,7.0"
"STD_ENT08,STD Arm D  Staircase,17.4077754,78.5537449,STD_ENT08,2,STD,8.0"
"NGR_ENT01,NGRI Arm A  Staircase,17.4153603,78.5459974,NGR_ENT01,2,NGR,1.0"
"NGR_ENT02,NGRI Arm A  Escalator,17.4149871,78.5464067,NGR_ENT02,2,NGR,2.0"
"NGR_ENT03,NGRI Arm B Staircase,17.414536,78.54693,NGR_ENT03,2,NGR,3.0"
"NGR_ENT04,NGRI Arm B Lift,17.4147279,78.546678,NGR_ENT04,2,NGR,4.0"
"NGR_ENT05,NGRI Arm C  Staircase,17.4143187,78.5466979,NGR_ENT05,2,NGR,5.0"
"NGR_ENT06,NGRI Arm C Escalator,17.4146264,78.5463119,NGR_ENT06,2,NGR,6.0"
"NGR_ENT07,NGRI Arm D Lift,17.4149439,78.5459595,NGR_ENT07,2,NGR,7.0"
"NGR_ENT08,NGRI Arm D  Staircase,17.4150979,78.5458182,NGR_ENT08,2,NGR,8.0"
"HSG_ENT01,HSG Arm A  Staircase,17.4207321,78.5403256,HSG_ENT01,2,HSG,1.0"
"HSG_ENT02,HSG Arm A  Lift,17.4205143,78.5404547,HSG_ENT02,2,HSG,2.0"
"HSG_ENT03,HSG Arm B Staircase,17.4197467,78.5410646,HSG_ENT03,2,HSG,3.0"
"HSG_ENT04,HSG Arm B Escalator,17.420238,78.5406883,HSG_ENT04,2,HSG,4.0"
"HSG_ENT05,HSG Arm C Staircase,17.419597,78.5408241,HSG_ENT05,2,HSG,5.0"
"HSG_ENT06,HSG Arm C Escalator,17.4200478,78.5404418,HSG_ENT06,2,HSG,6.0"
"HSG_ENT07,HSG Arm D Staircase,17.4209033,78.5398699,HSG_ENT07,2,HSG,7.0"
"HSG_ENT08,HSG Arm D Lift,17.4207006,78.5399918,HSG_ENT08,2,HSG,8.0"
"TAR_ENT01,TAR Arm A  Staircase,17.4286838,78.5284433,TAR_ENT01,2,TAR,1.0"
"TAR_ENT02,TAR Arm A  Escalator,17.4284712,78.5285676,TAR_ENT02,2,TAR,2.0"
"TAR_ENT03,TAR Arm B Staircase,17.4284101,78.5286995,TAR_ENT03,2,TAR,3.0"
"TAR_ENT04,TAR Arm B Lift,17.4282853,78.5289055,TAR_ENT04,2,TAR,4.0"
"TAR_ENT05,TAR Arm C Staircase,17.4279104,78.5290977,TAR_ENT05,2,TAR,5.0"
"TAR_ENT06,TAR Arm C Escalator,17.4281165,78.5286156,TAR_ENT06,2,TAR,6.0"
"TAR_ENT07,TAR Arm D Staircase,17.4284427,78.5279169,TAR_ENT07,2,TAR,7.0"
"TAR_ENT08,TAR Arm D Lift,17.4283152,78.5281465,TAR_ENT08,2,TAR,8.0"
"MET_ENT01,MET Arm A  Staircase,17.4356612,78.5197013,MET_ENT01,2,MET,1.0"
"MET_ENT02,MET Arm A  Lift,17.4358383,78.5194284,MET_ENT02,2,MET,2.0"
"MET_ENT03,MET Arm B Staircase,17.4356216,78.5197504,MET_ENT03,2,MET,3.0"
"MET_ENT04,MET Arm B Escalator,17.4352295,78.5201922,MET_ENT04,2,MET,4.0"
"MET_ENT05,MET Arm C Staircase,17.4350389,78.5199888,MET_ENT05,2,MET,5.0"
"MET_ENT06,MET Arm C Lift,17.4352053,78.5197869,MET_ENT06,2,MET,6.0"
"MET_ENT07,MET Arm D Staircase,17.4359196,78.5189998,MET_ENT07,2,MET,7.0"
"MET_ENT08,MET Arm D Escalator,17.4354933,78.5194774,MET_ENT08,2,MET,8.0"
"AME_ENT01,AME Arm A  Lift,17.435176,78.444722,AME_ENT01,2,AME,1.0"
"AME_ENT02,AME Arm A  Combined Staircase & Escalator,17.4349165,78.4448447,AME_ENT02,2,AME,2.0"
"AME_ENT03,AME Arm B Staircase,17.4349165,78.4448447,AME_ENT03,2,AME,3.0"
"AME_ENT04,AME Arm B Escalator,17.4349165,78.4448447,AME_ENT04,2,AME,4.0"
"AME_ENT05,AME Arm B Lift,17.4357655,78.4443205,AME_ENT05,2,AME,5.0"
"AME_ENT06,AME Arm B Combined Staircase & Escalator,17.4360642,78.4441655,AME_ENT06,2,AME,6.0"
"AME_ENT07,AME Arm C Staircase,17.4360642,78.4441655,AME_ENT07,2,AME,7.0"
"AME_ENT08,AME Arm C Escalator,17.4360642,78.4441655,AME_ENT08,2,AME,8.0"
"AME_ENT09,AME Arm C Lift,17.4360383,78.4446453,AME_ENT09,2,AME,9.0"
"AME_ENT10,AME Arm C Combined Staircase & Escalator,17.4362852,78.4445013,AME_ENT10,2,AME,10.0"
"AME_ENT11,AME Arm D Staircase,17.4362852,78.4445013,AME_ENT11,2,AME,11.0"
"AME_ENT12,AME Arm D Escalator,17.4362852,78.4445013,AME_ENT12,2,AME,12.0"
"AME_ENT13,AME Arm D Lift,17.4354321,78.4450301,AME_ENT13,2,AME,13.0"
"AME_ENT14,AME Arm D Combined Staircase & Escalator,17.4356718,78.4448843,AME_ENT14,2,AME,14.0"
"BEG_ENT01,BEG Arm A  Lift,17.4368001,78.4566583,BEG_ENT01,2,BEG,1.0"
"BEG_ENT02,BEG Arm A  Combined Staircase & Escalator,17.4372788,78.4569484,BEG_ENT02,2,BEG,2.0"
"BEG_ENT03,BEG Arm B Staircase,17.4372788,78.4569484,BEG_ENT03,2,BEG,3.0"
"BEG_ENT04,BEG Arm B Escalator,17.4372788,78.4569484,BEG_ENT04,2,BEG,4.0"
"BEG_ENT05,BEG Arm B Lift,17.4382194,78.4571974,BEG_ENT05,2,BEG,5.0"
"BEG_ENT06,BEG Arm B Combined Staircase & Escalator,17.4376588,78.4571181,BEG_ENT06,2,BEG,6.0"
"BEG_ENT07,BEG Arm C Staircase,17.4376588,78.4571181,BEG_ENT07,2,BEG,7.0"
"BEG_ENT08,BEG Arm C Escalator,17.4376588,78.4571181,BEG_ENT08,2,BEG,8.0"
"BEG_ENT09,BEG Arm C Lift,17.4376588,78.4571181,BEG_ENT09,2,BEG,9.0"
"BEG_ENT10,BEG Arm C Combined Staircase & Escalator,17.4376588,78.4571181,BEG_ENT10,2,BEG,10.0"
"BEG_ENT11,BEG Arm D Staircase,17.4376588,78.4571181,BEG_ENT11,2,BEG,11.0"
"BEG_ENT12,BEG Arm D Escalator,17.4376588,78.4571181,BEG_ENT12,2,BEG,12.0"
"BEG_ENT13,BEG Arm D Lift,17.4376588,78.4571181,BEG_ENT13,2,BEG,13.0"
"BEG_ENT14,BEG Arm D Combined Staircase & Escalator,17.4376588,78.4571181,BEG_ENT14,2,BEG,14.0"
"PRN_ENT01,PRN Arm A  Staircase,17.4451694,78.4651442,PRN_ENT01,2,PRN,1.0"
"PRN_ENT02,PRN Arm A  Escalator,17.4450513,78.4658321,PRN_ENT02,2,PRN,2.0"
"PRN_ENT03,PRN Arm A  Lift,17.4450513,78.4658321,PRN_ENT03,2,PRN,3.0"
"PRN_ENT04,PRN Arm A  Combined Staircase & Escalator,17.4450513,78.4658321,PRN_ENT04,2,PRN,4.0"
"PRN_ENT05,PRN Arm B Staircase,17.4448915,78.4668962,PRN_ENT05,2,PRN,5.0"
"PRN_ENT06,PRN Arm B Escalator,17.4448915,78.4668962,PRN_ENT06,2,PRN,6.0"
"PRN_ENT07,PRN Arm B Lift,17.444941,78.4666325,PRN_ENT07,2,PRN,7.0"
"PRN_ENT08,PRN Arm B Combined Staircase & Escalator,17.444941,78.4666325,PRN_ENT08,2,PRN,8.0"
"PRN_ENT09,PRN Arm C Staircase,17.444725,78.4661214,PRN_ENT09,2,PRN,9.0"
"PRN_ENT10,PRN Arm C Escalator,17.444725,78.4661214,PRN_ENT10,2,PRN,10.0"
"PRN_ENT11,PRN Arm C Lift,17.4446631,78.4665596,PRN_ENT11,2,PRN,11.0"
"PRN_ENT12,PRN Arm C Combined Staircase & Escalator,17.4446631,78.4665596,PRN_ENT12,2,PRN,12.0"
"PRN_ENT13,PRN Arm D Staircase,17.4447849,78.4657636,PRN_ENT13,2,PRN,13.0"
"PRN_ENT14,PRN Arm D Escalator,17.4448661,78.4650817,PRN_ENT14,2,PRN,14.0"
"PRN_ENT15,PRN Arm D Lift,17.4448661,78.4650817,PRN_ENT15,2,PRN,15.0"
"PRN_ENT16,PRN Arm D Combined Staircase & Escalator,17.4448661,78.4650817,PRN_ENT16,2,PRN,16.0"
"ROP_ENT01,ROP Arm A  Staircase,17.4438175,78.4758286,ROP_ENT01,2,ROP,1.0"
"ROP_ENT02,ROP Arm A  Escalator,17.4437827,78.4764144,ROP_ENT02,2,ROP,2.0"
"ROP_ENT03,ROP Arm A  Lift,17.4437827,78.4764144,ROP_ENT03,2,ROP,3.0"
"ROP_ENT04,ROP Arm A  Combined Staircase & Escalator,17.4437827,78.4764144,ROP_ENT04,2,ROP,4.0"
"ROP_ENT05,ROP Arm B Staircase,17.4437349,78.4771017,ROP_ENT05,2,ROP,5.0"
"ROP_ENT06,ROP Arm B Escalator,17.4437349,78.4771017,ROP_ENT06,2,ROP,6.0"
"ROP_ENT07,ROP Arm B Lift,17.4437539,78.4767584,ROP_ENT07,2,ROP,7.0"
"ROP_ENT08,ROP Arm B Combined Staircase & Escalator,17.4437539,78.4767584,ROP_ENT08,2,ROP,8.0"
"ROP_ENT09,ROP Arm C Staircase,17.4434601,78.4770801,ROP_ENT09,2,ROP,9.0"
"ROP_ENT10,ROP Arm C Escalator,17.4434601,78.4770801,ROP_ENT10,2,ROP,10.0"
"ROP_ENT11,ROP Arm C Lift,17.4434829,78.4767914,ROP_ENT11,2,ROP,11.0"
"ROP_ENT12,ROP Arm C Combined Staircase & Escalator,17.4434829,78.4767914,ROP_ENT12,2,ROP,12.0"
"ROP_ENT13,ROP Arm D Staircase,17.4435356,78.4758057,ROP_ENT13,2,ROP,13.0"
"ROP_ENT14,ROP Arm D Escalator,17.4435061,78.4763915,ROP_ENT14,2,ROP,14.0"
"ROP_ENT15,ROP Arm D Lift,17.4435061,78.4763915,ROP_ENT15,2,ROP,15.0"
"ROP_ENT16,ROP Arm D Combined Staircase & Escalator,17.4435061,78.4763915,ROP_ENT16,2,ROP,16.0"
"PAR_ENT01,PAR Arm A  Staircase,17.4435531,78.485517,PAR_ENT01,2,PAR,1.0"
"PAR_ENT02,PAR Arm A  Escalator,17.4435597,78.4848714,PAR_ENT02,2,PAR,2.0"
"PAR_ENT03,PAR Arm A  Lift,17.4435597,78.4848714,PAR_ENT03,2,PAR,3.0"
"PAR_ENT04,PAR Arm A  Combined Staircase & Escalator,17.4435597,78.4848714,PAR_ENT04,2,PAR,4.0"
"PAR_ENT05,PAR Arm B Staircase,17.4435649,78.4868641,PAR_ENT05,2,PAR,5.0"
"PAR_ENT06,PAR Arm B Escalator,17.4435649,78.4868641,PAR_ENT06,2,PAR,6.0"
"PAR_ENT07,PAR Arm B Lift,17.4435287,78.487041,PAR_ENT07,2,PAR,7.0"
"PAR_ENT08,PAR Arm B Combined Staircase & Escalator,17.4435287,78.487041,PAR_ENT08,2,PAR,8.0"
"PAR_ENT09,PAR Arm C Staircase,17.4435287,78.487041,PAR_ENT09,2,PAR,9.0"
"PAR_ENT10,PAR Arm C Escalator,17.4435287,78.487041,PAR_ENT10,2,PAR,10.0"
"PAR_ENT11,PAR Arm C Lift,17.443063,78.4852993,PAR_ENT11,2,PAR,11.0"
"PAR_ENT12,PAR Arm C Combined Staircase & Escalator,17.4427577,78.4853914,PAR_ENT12,2,PAR,12.0"
"PAR_ENT13,PAR Arm D Staircase,17.4427577,78.4853914,PAR_ENT13,2,PAR,13.0"
"PAR_ENT14,PAR Arm D Escalator,17.4427577,78.4853914,PAR_ENT14,2,PAR,14.0"
"PAR_ENT15,PAR Arm D Lift,17.4427577,78.4853914,PAR_ENT15,2,PAR,15.0"
"PAR_ENT16,PAR Arm D Combined Staircase & Escalator,17.4427577,78.4853914,PAR_ENT16,2,PAR,16.0"
"PRG_ENT01,PRG Arm A  Staircase,17.4431815,78.496832,PRG_ENT01,2,PRG,1.0"
"PRG_ENT02,PRG Arm A  Escalator Down & Stiarcase,17.4431815,78.496832,PRG_ENT02,2,PRG,2.0"
"PRG_ENT03,PRG Arm A  Lift,17.4431815,78.496832,PRG_ENT03,2,PRG,3.0"
"PRG_ENT04,PRG Arm A  Combined Staircase & Escalator,17.4431815,78.496832,PRG_ENT04,2,PRG,4.0"
"PRG_ENT05,PRG Arm B Staircase,17.4431815,78.496832,PRG_ENT05,2,PRG,5.0"
"PRG_ENT06,PRG Arm B Escalator,17.4431815,78.496832,PRG_ENT06,2,PRG,6.0"
"PRG_ENT07,PRG Arm B Lift,17.4431815,78.496832,PRG_ENT07,2,PRG,7.0"
"PRG_ENT08,PRG Arm B Combined Staircase & Escalator Up,17.4434277,78.4988979,PRG_ENT08,2,PRG,8.0"
"PRG_ENT09,PRG Arm B Lift ,17.4432478,78.4988255,PRG_ENT09,2,PRG,9.0"
"PRG_ENT10,PRG Arm B Combined Staircase & Escalator Down,17.4433069,78.4987593,PRG_ENT10,2,PRG,10.0"
"PRG_ENT11,PRG Arm C Staircase,17.4433201,78.4973139,PRG_ENT11,2,PRG,11.0"
"PRG_ENT12,PRG Arm C Escalator,17.4433201,78.4973139,PRG_ENT12,2,PRG,12.0"
"PRG_ENT13,PRG Arm C Lift,17.4433201,78.4973139,PRG_ENT13,2,PRG,13.0"
"PRG_ENT14,PRG Arm C Combined Staircase & Escalator,17.4433201,78.4973139,PRG_ENT14,2,PRG,14.0"
"PRG_ENT15,PRG Arm D Staircase,17.4433201,78.4973139,PRG_ENT15,2,PRG,15.0"
"PRG_ENT16,PRG Arm D Escalator,17.4433201,78.4973139,PRG_ENT16,2,PRG,16.0"
"PRG_ENT17,PRG Arm D Lift,17.4433201,78.4973139,PRG_ENT17,2,PRG,17.0"
"PRG_ENT18,PRG Arm D Combined Staircase & Escalator,17.4433201,78.4973139,PRG_ENT18,2,PRG,18.0"
"SEC_E_ENT01,SEC East Arm A  Staircase,17.4366659,78.5053297,SEC_E_ENT01,2,SEC_E,1.0"
"SEC_E_ENT02,SEC East Arm A  Escalator,17.4366659,78.5053297,SEC_E_ENT02,2,SEC_E,2.0"
"SEC_E_ENT03,SEC East Arm A  Lift,17.4364272,78.5054017,SEC_E_ENT03,2,SEC_E,3.0"
"SEC_E_ENT04,SEC East Arm A  Combined Staircase & Escalator,17.4364272,78.5054017,SEC_E_ENT04,2,SEC_E,4.0"
"SEC_E_ENT05,SEC East Arm B Staircase,17.4352941,78.5057182,SEC_E_ENT05,2,SEC_E,5.0"
"SEC_E_ENT06,SEC East Arm B Escalator,17.4357929,78.5055628,SEC_E_ENT06,2,SEC_E,6.0"
"SEC_E_ENT07,SEC East Arm B Lift,17.4357929,78.5055628,SEC_E_ENT07,2,SEC_E,7.0"
"SEC_E_ENT08,SEC East Arm B Combined Staircase & Escalator,17.4357929,78.5055628,SEC_E_ENT08,2,SEC_E,8.0"
"SEC_E_ENT09,SEC East Arm C Staircase,17.434704,78.5052501,SEC_E_ENT09,2,SEC_E,9.0"
"SEC_E_ENT10,SEC East Arm C Escalator,17.434704,78.5052501,SEC_E_ENT10,2,SEC_E,10.0"
"SEC_E_ENT11,SEC East Arm C Lift,17.4346629,78.5052795,SEC_E_ENT11,2,SEC_E,11.0"
"SEC_E_ENT12,SEC East Arm C Combined Staircase & Escalator,17.4346629,78.5052795,SEC_E_ENT12,2,SEC_E,12.0"
"SEC_E_ENT13,SEC East Arm D Staircase,17.4357839,78.5053195,SEC_E_ENT13,2,SEC_E,13.0"
"SEC_E_ENT14,SEC East Arm D Escalator,17.4357839,78.5053195,SEC_E_ENT14,2,SEC_E,14.0"
"SEC_E_ENT15,SEC East Arm D Lift,17.4360501,78.5052501,SEC_E_ENT15,2,SEC_E,15.0"
"SEC_E_ENT16,SEC East Arm D Combined Staircase & Escalator,17.4360501,78.5052501,SEC_E_ENT16,2,SEC_E,16.0"
"MUN_ENT01,MUN Arm A Lift,17.4364384,78.4385434,MUN_ENT01,2,MUN,1.0"
"MUN_ENT02,MUN Arm A Combined Staircase & Escalator,17.4363082,78.4381931,MUN_ENT02,2,MUN,2.0"
"MUN_ENT03,MUN Arm B Lift,17.4373743,78.4395884,MUN_ENT03,2,MUN,3.0"
"MUN_ENT04,MUN Arm B Combined Staircase & Escalator,17.4374851,78.4399314,MUN_ENT04,2,MUN,4.0"
"MUN_ENT05,MUN Arm C Staircase,17.4364067,78.4388264,MUN_ENT05,2,MUN,5.0"
"YUG_ENT01,YUG Arm A  Staircase,17.4346109,78.4270582,YUG_ENT01,2,YUG,1.0"
"YUG_ENT02,YUG Arm A  Escalator,17.4351539,78.4272787,YUG_ENT02,2,YUG,2.0"
"YUG_ENT03,YUG Arm B Staircase,17.4356703,78.427493,YUG_ENT03,2,YUG,3.0"
"YUG_ENT04,YUG Arm B Lift,17.4352363,78.4273033,YUG_ENT04,2,YUG,4.0"
"YUG_ENT05,YUG Arm C Staircase,17.4355928,78.427723,YUG_ENT05,2,YUG,5.0"
"YUG_ENT06,YUG Arm C Escalator,17.4351068,78.4275216,YUG_ENT06,2,YUG,6.0"
"YUG_ENT07,YUG Arm D Staircase,17.434549,78.4272971,YUG_ENT07,2,YUG,7.0"
"YUG_ENT08,YUG Arm D Lift,17.4349888,78.42747,YUG_ENT08,2,YUG,8.0"
"JR5_ENT01,JR5 Arm A  Staircase,17.4303835,78.4225475,JR5_ENT01,2,JR5,1.0"
"JR5_ENT02,JR5 Arm A  Escalator,17.4301375,78.4233002,JR5_ENT02,2,JR5,2.0"
"JR5_ENT03,JR5 Arm B Staircase,17.4299872,78.4237727,JR5_ENT03,2,JR5,3.0"
"JR5_ENT04,JR5 Arm B Lift,17.4300981,78.4234234,JR5_ENT04,2,JR5,4.0"
"JR5_ENT05,JR5 Arm C Staircase,17.4297583,78.4236863,JR5_ENT05,2,JR5,5.0"
"JR5_ENT06,JR5 Arm C Escalator,17.4299699,78.4230427,JR5_ENT06,2,JR5,6.0"
"JR5_ENT07,JR5 Arm D Staircase,17.430249,78.4221877,JR5_ENT07,2,JR5,7.0"
"JR5_ENT08,JR5 Arm D Lift,17.4300579,78.4227935,JR5_ENT08,2,JR5,8.0"
"JCP_ENT01,JCP Arm A  Staircase,17.4294362,78.412721,JCP_ENT01,2,JCP,1.0"
"JCP_ENT02,JCP Arm A  Lift,17.4289793,78.4131761,JCP_ENT02,2,JCP,2.0"
"JCP_ENT03,JCP Arm B Staircase,17.4284726,78.4136953,JCP_ENT03,2,JCP,3.0"
"JCP_ENT04,JCP Arm B Escalator,17.4275569,78.4146083,JCP_ENT04,2,JCP,4.0"
"JCP_ENT05,JCP Arm C Staircase,17.428363,78.4134398,JCP_ENT05,2,JCP,5.0"
"JCP_ENT06,JCP Arm C Lift,17.4275711,78.4142357,JCP_ENT06,2,JCP,6.0"
"JCP_ENT07,JCP Arm D Combined Staircase & Escalator,17.4290534,78.4127632,JCP_ENT07,2,JCP,7.0"
"PED_ENT01,PED Arm A  Staircase,17.4310092,78.4081012,PED_ENT01,2,PED,1.0"
"PED_ENT02,PED Arm A  Escalator,17.4306951,78.4086015,PED_ENT02,2,PED,2.0"
"PED_ENT03,PED Arm B Staircase,17.4303225,78.4091989,PED_ENT03,2,PED,3.0"
"PED_ENT04,PED Arm B Lift,17.4306105,78.408753,PED_ENT04,2,PED,4.0"
"PED_ENT05,PED Arm C Staircase,17.4301677,78.4089879,PED_ENT05,2,PED,5.0"
"PED_ENT06,PED Arm C Escalator,17.4304717,78.4085136,PED_ENT06,2,PED,6.0"
"PED_ENT07,PED Arm D Staircase,17.430813,78.4079302,PED_ENT07,2,PED,7.0"
"PED_ENT08,PED Arm D Lift,17.4306262,78.4082505,PED_ENT08,2,PED,8.0"
"MAD_ENT01,MAD Arm A  Staircase,17.437519,78.4005269,MAD_ENT01,2,MAD,1.0"
"MAD_ENT02,MAD Arm A  Escalator,17.4379977,78.4002182,MAD_ENT02,2,MAD,2.0"
"MAD_ENT03,MAD Arm B Staircase,17.4369545,78.4008653,MAD_ENT03,2,MAD,3.0"
"MAD_ENT04,MAD Arm B Lift,17.4372206,78.4007063,MAD_ENT04,2,MAD,4.0"
"MAD_ENT05,MAD Arm C Staircase,17.4367691,78.4006475,MAD_ENT05,2,MAD,5.0"
"MAD_ENT06,MAD Arm C Lift,17.4371462,78.4004196,MAD_ENT06,2,MAD,6.0"
"MAD_ENT07,MAD Arm D Staircase,17.4378381,78.399996,MAD_ENT07,2,MAD,7.0"
"MAD_ENT08,MAD Arm D Escalator,17.4372918,78.400324,MAD_ENT08,2,MAD,8.0"
"DGC_ENT01,DGC Arm B Staircase,17.4422929,78.3880486,DGC_ENT01,2,DGC,1.0"
"DGC_ENT02,DGC Arm B Lift,17.4427693,78.3878264,DGC_ENT02,2,DGC,2.0"
"DGC_ENT03,DGC Arm C Staircase,17.4421701,78.3878307,DGC_ENT03,2,DGC,3.0"
"DGC_ENT04,DGC Arm C Lift,17.4425208,78.3877015,DGC_ENT04,2,DGC,4.0"
"DGC_ENT05,DGC Arm D Staircase,17.4428103,78.3875555,DGC_ENT05,2,DGC,5.0"
"DGC_ENT06,DGC Arm D Escalator,17.4433743,78.3873377,DGC_ENT06,2,DGC,6.0"
"HTC_ENT01,HTC Arm A  Staircase,17.4497146,78.3828394,HTC_ENT01,2,HTC,1.0"
"HTC_ENT02,HTC Arm A  Escalator,17.4490862,78.3833448,HTC_ENT02,2,HTC,2.0"
"HTC_ENT03,HTC Arm B Staircase,17.4490082,78.3834261,HTC_ENT03,2,HTC,3.0"
"HTC_ENT04,HTC Arm B Lift,17.4488116,78.3836288,HTC_ENT04,2,HTC,4.0"
"HTC_ENT05,HTC Arm C Staircase,17.4484724,78.383445,HTC_ENT05,2,HTC,5.0"
"HTC_ENT06,HTC Arm D Lift,17.4491887,78.3829052,HTC_ENT06,2,HTC,6.0"
"HTC_ENT07,HTC Arm D Combined Staircase & Escalator,17.4495302,78.3825917,HTC_ENT07,2,HTC,7.0"
"RDG_ENT01,RDG Arm A Lift,17.4416472,78.3770326,RDG_ENT01,2,RDG,1.0"
"RDG_ENT02,RDG Arm A Combined Staircase & Escalator,17.4418977,78.3770231,RDG_ENT02,2,RDG,2.0"
"RDG_ENT03,RDG Arm B Combined Staircase & Escalator,17.4432291,78.3770288,RDG_ENT03,2,RDG,3.0"
"RDG_ENT04,RDG Arm C Staircase,17.443211,78.3773841,RDG_ENT04,2,RDG,4.0"
"RDG_ENT05,RDG Arm C Lift,17.4430177,78.3774143,RDG_ENT05,2,RDG,5.0"
"RDG_ENT06,RDG Arm D Combined Staircase & Escalator,17.4412396,78.3776512,RDG_ENT06,2,RDG,6.0"
